Tiêu đề,Ngày đăng,Số từ,Số bình luận,Tổng tương tác ở bình luận,Số ảnh,Số video,Tags,Chuyên mục
Lộ tội ác của cha dượng sau cái chết của bé trai,"Thứ sáu, 28/3/2025, 10:50 (GMT+7)",453,39,994,1,0,"An Giang, Giết người, giết người ở An Giang",phap-luat
Mỗi ngày bán 100 gói ma túy cho công nhân,"Thứ hai, 24/3/2025, 21:08 (GMT+7)",214,16,247,1,0,"Hải Phòng, bán heroin, bán ma tuý, gói ma tuý",phap-luat
Bỏ cọc đấu giá đất: Khi nào bị phạt hành chính hoặc hình sự?,"Thứ sáu, 7/3/2025, 06:19 (GMT+7)",268,6,22,0,0,"đấu giá, luật sư tư vấn, đất đai, giá đất, Đấu giá đất",phap-luat
"Livestream sai sự thật về chính mình, có bị phạt?","Thứ tư, 5/3/2025, 00:00 (GMT+7)",207,4,15,0,0,"mạng xã hội, luật sư tư vấn, livestream",phap-luat
Kiện đòi quà bạn gái sau chia tay,"Thứ năm, 27/3/2025, 16:30 (GMT+7)",959,6,95,0,0,"Trung Quốc, chia tay người yêu, đòi quà tặng người yêu, kiện bạn gái cũ",phap-luat
Người phụ nữ gặp họa vì gửi ảnh sex cho bạn trai,"Thứ sáu, 28/2/2025, 14:25 (GMT+7)",517,13,360,1,0,"TP HCM, tống tiền, ảnh sex, Cưỡng đoạt tài sản, chat sex, gặp hoạ",phap-luat
Công bố quyết định đặc xá dịp 30/4 của Chủ tịch nước,"Thứ ba, 4/3/2025, 11:36 (GMT+7)",742,0,0,1,0,"Hà Nội, đặc xá, quyết định đặc xá của Chủ tịch nước",phap-luat
Cựu trưởng Công an Mỹ Tho kêu oan bất thành,"Thứ sáu, 7/3/2025, 12:41 (GMT+7)",795,4,78,1,0,"Tiền Giang, Lợi dụng chức vụ quyền hạn, kêu oan, tha xe vi phạm",phap-luat
Con rủ nhóm người về cướp 2 triệu USD của cha mẹ,"Chủ nhật, 23/3/2025, 22:13 (GMT+7)",448,112,2356,1,0,"Tây Ninh, Cướp tài sản, dàn cảnh, Lệnh truy nã, cướp tiền, Giả danh công an cảnh sát, quân đội",phap-luat
Cha suýt đi tù khi con tập xe đạp làm người đi bộ ngã tử vong,"Thứ tư, 19/3/2025, 12:24 (GMT+7)",507,0,0,0,0,Italy,phap-luat
Đạo diễn '47 Ronin' bị bắt vì lừa 11 triệu USD của Netflix,"Thứ tư, 19/3/2025, 11:00 (GMT+7)",526,1,7,1,0,"Mỹ, Netflix, Lừa đảo, gian lận, Đạo diễn",phap-luat
21 thanh niên hỗn chiến trong đêm,"Thứ ba, 11/3/2025, 16:57 (GMT+7)",278,6,58,1,0,"Nghệ An, hỗn chiến, Gây rối trật tự công cộng",phap-luat
Bộ Công an tiếp nhận quản lý cơ sở cai nghiện từ ngày 1/3,"Thứ tư, 26/2/2025, 11:04 (GMT+7)",731,0,0,1,0,"Hà Nội, cai nghiện, Bộ Công An, cơ sở cai nghiện, bỏ công an huyện",phap-luat
Tài xế làm 3 cuộn hàng đè chết nam bảo vệ bị khởi tố,"Chủ nhật, 30/3/2025, 11:33 (GMT+7)",228,53,797,0,1,"Bình Dương, tài xế, Tội vô ý làm chết người, xe lật đè chết bảo vệ",phap-luat
"Nghi can xúc phạm nhiều tổ chức, cá nhân bị bắt","Thứ bảy, 22/3/2025, 17:19 (GMT+7)",414,11,216,1,0,"Vu khống, Bà Rịa - Vũng Tàu, xuyên tạc, xúc phạm, điều 331",phap-luat
Du khách cướp tài sản của hai người nước ngoài,"Thứ tư, 12/3/2025, 11:12 (GMT+7)",395,7,108,1,0,"TP HCM, Cướp tài sản, cướp ở P HCM",phap-luat
Người đàn ông Nga phi tang xác đồng hương bị phạt 18 năm tù,"Thứ sáu, 21/3/2025, 16:55 (GMT+7)",448,0,0,2,0,"Bình Thuận, Giết người ở Bình Thuận, thi thể người nước ngoài",phap-luat
Bốn tiếng thuyết phục kẻ khống chế bé gái làm con tin,"Thứ năm, 27/3/2025, 14:56 (GMT+7)",415,94,2350,2,1,"Bắc Ninh, Bắt cóc, bắt cóc ở Bắc Ninh, khống chế bé gái ở Bắc Ninh",phap-luat
"Dùng cái chết của con 3 tuổi để lừa đảo từ thiện, lấy tiền đánh bạc","Thứ năm, 3/4/2025, 14:03 (GMT+7)",454,0,0,0,0,"Australia, từ thiện, quyên góp, mạnh thường quân, ủng hộ, lừa đảo từ thiện",phap-luat
Người đánh bảo vệ ở phố đi bộ Nguyễn Huệ bị bắt,"Thứ sáu, 28/2/2025, 08:33 (GMT+7)",307,557,1968,1,1,"TP HCM, Cố ý gây thương tích",phap-luat
Thiếu nữ giúp người yêu điều hành đường dây ma túy tại TP HCM,"Thứ năm, 13/3/2025, 15:41 (GMT+7)",558,13,97,3,0,"TP HCM, đường dây ma túy, Ma tuý, thuốc lắc, nước vui",phap-luat
Tiếp viên hàng không Mỹ quay lén các bé gái trong toilet,"Thứ bảy, 8/3/2025, 15:50 (GMT+7)",564,8,133,2,0,"quay lén, khiêu dâm trẻ em, tiếp viên hàng không",phap-luat
Công ty tài chính làm rò rỉ dữ liệu bí mật của 18.000 khách hàng,"Thứ hai, 17/3/2025, 00:22 (GMT+7)",764,0,0,0,0,"Australia, Hacker, bảo mật, dữ liệu cá nhân, rò rỉ dữ liệu",phap-luat
Nữ nhân viên y tế bị 3 người tấn công,"Thứ tư, 5/3/2025, 11:23 (GMT+7)",545,44,1116,1,1,"Gia Lai, Cố ý gây thương tích, đánh nhân viên y tế",phap-luat
"Đạp xe, hành hung hai thanh niên giữa đường ở Đà Nẵng","Thứ ba, 25/2/2025, 20:42 (GMT+7)",263,11,163,1,0,"Đà Nẵng, Cướp tài sản, truy đuổi",phap-luat
Cựu lãnh đạo huyện U Minh Thượng 'ngó lơ' sai phạm của nhà thầu,"Thứ tư, 26/2/2025, 15:48 (GMT+7)",489,0,0,1,0,"kê khống, công trình sai phạm, Thiếu trách nhiệm gây hậu quả nghiêm trọng",phap-luat
Lời khai của nghi phạm sát hại cô gái ở Đăk Lăk,"Thứ sáu, 7/3/2025, 15:52 (GMT+7)",318,15,196,1,0,"Giết người, Đăk Lăk, Giết người ở Đăk Lăk",phap-luat
Mua phải kẹo rau củ nghi 'quảng cáo sai sự thật' thì phải làm sao?,"Thứ bảy, 8/3/2025, 00:00 (GMT+7)",315,35,370,0,0,"Quảng cáo gian dối, Luật sư tư vấn, kẹo rau củ, không đúng quảng cáo",phap-luat
Những lần Hậu 'Pháo' mang valy chục tỷ đồng đi hối lộ quan chức Vĩnh Phúc,"Thứ ba, 18/3/2025, 12:22 (GMT+7)",2056,17,573,2,0,"Vĩnh Phúc, Lê Duy Thành, Hậu 'Pháo', Tập đoàn Phúc Sơn, Hoàng Thị Thúy Lan",phap-luat
Bé gái 2 tuổi bị bạn của mẹ đánh tử vong,"Thứ ba, 25/2/2025, 17:14 (GMT+7)",343,146,2319,2,0,"Kiên Giang, Giết người, bạo hành, bé 2 tuổi bị bạo hành",phap-luat
"Điều tra nhân viên thẩm mỹ viện 'vờ cắm kim tiêm', lừa dối khách hàng","Thứ hai, 10/3/2025, 17:21 (GMT+7)",501,16,73,1,0,"Thanh Hóa, Lừa dối khách hàng, thẩm mỹ viện Gangwhoo, bị méo miệng khi phẫu thuật thẩm mỹ",phap-luat
Bẫy 'hàn gắn tình cảm' của vợ cũ,"Thứ ba, 1/4/2025, 00:00 (GMT+7)",1312,4,40,2,0,"Mỹ, Ngoại tình, Giết người, hồ sơ phá án",phap-luat
Bác sĩ Pháp bị buộc tội tấn công tình dục 299 nạn nhân gây mê,"Thứ ba, 25/2/2025, 11:10 (GMT+7)",1017,4,56,1,0,"Pháp, bác sĩ, bệnh nhân, tấn công tình dục",phap-luat
Dùng clip sex tống tiền người tình của chồng,"Thứ hai, 31/3/2025, 18:11 (GMT+7)",209,15,376,1,0,"clip, tống tiền, Quảng Trị",phap-luat
Nhân viên bảo vệ phố đi bộ Nguyễn Huệ bị đánh bất tỉnh,"Thứ năm, 27/2/2025, 11:33 (GMT+7)",293,143,2920,1,0,"TP HCM, tấn công, Phố đi bộ Nguyễn Huệ, bảo vệ bị hành hung, công an phường Bến Nghé",phap-luat
Chủ trại gà bắn chết người trong hỗn chiến bênh nhân viên,"Thứ năm, 27/2/2025, 20:31 (GMT+7)",475,2,34,1,0,"Long An, bắn người, bắn người ở long an, nổ súng ở long an",phap-luat
"Sống tại nước ngoài, tham gia bảo hiểm xã hội tại Việt Nam thế nào?","Thứ bảy, 29/3/2025, 05:00 (GMT+7)",878,1,7,1,0,"người lao động, Bảo hiểm xã hội, xuất khẩu lao động, tư vấn pháp luật",phap-luat
Lợi dụng quen biết' CSGT Suối Tre để bảo kê ôtô vi phạm,"Thứ hai, 31/3/2025, 13:13 (GMT+7)",792,0,0,1,0,"Đồng Nai, Cảnh sát giao thông",phap-luat
Cựu Giám đốc Trung tâm Lý lịch tư pháp quốc gia bị cáo buộc nhận 43 tỷ đồng,"Thứ bảy, 29/3/2025, 16:48 (GMT+7)",798,22,674,1,0,"Hà Nội, lý lịch tư pháp, Trung tâm Lý lịch tư pháp quốc gia, Giám đốc Trung tâm Lý lịch tư pháp quốc gia",phap-luat
Hướng dẫn thủ tục đăng ký đổi màu sơn xe,"Thứ năm, 20/3/2025, 13:06 (GMT+7)",117,1,1,0,0,"luật sư tư vấn, màu sơn xe, đăng ký xe",phap-luat
Sai phạm trong dự án ở Đền Hùng khiến hai cựu Bí thư Phú Thọ vướng lao lý,"Thứ tư, 19/3/2025, 00:00 (GMT+7)",1393,5,40,2,0,"Hậu 'Pháo', Tập đoàn Phúc Sơn, Vụ án Phúc Sơn, Bí thư Phú Thọ",phap-luat
Bộ Tư pháp thử nghiệm AI trong rà soát văn bản pháp luật,"Thứ bảy, 15/3/2025, 17:23 (GMT+7)",469,3,12,1,0,"Hà Nội, Trí tuệ nhân tạo - AI, Bộ Tư pháp Việt Nam, kiểm tra văn bản",phap-luat
9 người liên quan vụ 'khiêng quan tài trước chợ Bến Thành' bị bắt,"Thứ hai, 3/3/2025, 16:31 (GMT+7)",796,102,1860,3,1,"TP HCM, câu view, Gây rối trật tự công cộng",phap-luat
Tên cướp nuốt trang sức đắt tiền để giấu tội,"Thứ năm, 6/3/2025, 10:39 (GMT+7)",709,2,5,2,0,"Mỹ, trộm, cướp, cảnh sát Mỹ, Tiffany & Co, cướp trang, nuốt tang vật",phap-luat
Nữ tài xế ôtô tông 10 xe máy ở Thủ Đức 'có nồng độ cồn',"Chủ nhật, 16/3/2025, 23:20 (GMT+7)",416,157,2162,2,0,"TP HCM, Tai nạn giao thông, Nồng độ cồn, Tai nạn giao thông ở Sài Gòn",phap-luat
Tổng giám đốc bị xét xử vắng mặt trong vụ thiệt hại thuế 743 tỷ đồng,"Thứ ba, 25/3/2025, 11:18 (GMT+7)",1366,0,0,2,0,"Hà Nội, thiết bị y tế, mua bán hóa đơn, công ty Thành An Hà Nội",phap-luat
Bộ Công an thực thi bảo đảm an toàn thông tin mạng từ ngày mai,"Thứ sáu, 28/2/2025, 17:08 (GMT+7)",458,4,86,1,0,"Hà Nội, an ninh mạng, Bộ Công An, bảo đảm an toàn thông tin mạng",phap-luat
Bi kịch của người đàn bà muốn bỏ chồng theo tình nhân,"Thứ tư, 12/3/2025, 00:00 (GMT+7)",1781,15,150,3,0,"Trung Quốc, Ngoại tình, Giết người, hồ sơ phá án, vụ án Trung Quốc",phap-luat
Thủ đoạn mạo danh trường học gọi điện hoàn học phí,"Chủ nhật, 9/3/2025, 18:00 (GMT+7)",485,15,141,1,0,"Hà Nội, lừa đảo qua mạng, lừa hoàn tiền học phí",phap-luat
23 người bị bắt vì giúp tội phạm rửa gần 2.000 tỷ đồng,"Thứ năm, 13/3/2025, 17:00 (GMT+7)",407,4,22,1,0,"Lâm Đồng, Đánh bạc, rửa tiền, tội phạm xuyên quốc gia",phap-luat
Đâm chết nhầm người trong hỗn chiến ở vũ trường,"Thứ tư, 5/3/2025, 12:05 (GMT+7)",274,1,5,0,1,"khởi tố, Giết người, Hà Tĩnh",phap-luat
Trình báo mất 750 triệu đồng khi tham gia trò chơi 'quay thưởng tình yêu',"Chủ nhật, 9/3/2025, 09:19 (GMT+7)",838,80,680,0,0,"Nghệ An, lừa đảo qua mạng",phap-luat
Hối hận của 2 tài xế chèn ép nhau trên cao tốc Trung Lương,"Thứ ba, 25/2/2025, 12:24 (GMT+7)",751,67,601,1,1,"Long An, Gây rối trật tự công cộng, Đường cao tốc Trung Lương - Mỹ Thuận - Cần Thơ, hai tài xế ép nhau trên cao tốc",phap-luat
Vợ 'bác sĩ ấu dâm tồi tệ nhất nước Pháp' bị nghi giấu tội cho chồng,"Thứ năm, 27/2/2025, 11:48 (GMT+7)",744,1,1,1,0,"Pháp, Hiếp dâm, bác sĩ, ấu dâm",phap-luat
Nạn nhân sống sót giúp phá vụ án 'hố chôn người trong rừng thông',"Thứ tư, 5/3/2025, 00:00 (GMT+7)",1776,3,50,1,0,"Trung Quốc, Giết người, Cướp tài sản, nhóm cướp, hồ sơ phá án, cướp của",phap-luat
Giám đốc lừa bán siêu xe Rolls-Royce Phantom VIII bị bắt,"Thứ hai, 24/3/2025, 12:11 (GMT+7)",348,7,78,1,0,"Cần Thơ, Lừa đảo, siêu xe bóng ma, Rolls Royce Phantom VIII",phap-luat
Gã trộm hãm hại cô gái bất thành,"Thứ bảy, 22/3/2025, 00:00 (GMT+7)",273,10,212,0,0,"Sóc Trăng, Hiếp dâm, trộm tài sản",phap-luat
Bị hại vụ cháy chung cư mini ở Khương Hạ muốn sớm được quay về ở,"Thứ ba, 11/3/2025, 14:49 (GMT+7)",1612,13,68,3,0,"Hà Nội, Chung cư mini, cháy chung cư mini, chung cư mini ở Khương Hạ",phap-luat
Điều tra viên ở công an cấp xã có quyền hạn gì?,"Thứ tư, 5/3/2025, 11:53 (GMT+7)",995,0,0,1,0,"điều tra viên, Bộ Công An, công an xã",phap-luat
Nhân viên ngân hàng cấu kết 6 vụ lừa đảo từ hợp đồng vay mua ôtô,"Chủ nhật, 2/3/2025, 00:00 (GMT+7)",1684,4,19,1,0,"Hà Nội, Lừa đảo, Lừa đảo chiếm đoạt tài sản, ngân hàng, nhân viên ngân hàng",phap-luat
7 nhầm lẫn thường gặp về dạy thêm với giáo viên theo quy định mới,"Thứ bảy, 1/3/2025, 07:00 (GMT+7)",111,7,31,0,0,"trắc nghiệm, giáo viên, Học thêm, dạy thêm, luật sư tư vấn",phap-luat
Tài xế vừa lái xe khách vừa chơi game,"Thứ bảy, 22/3/2025, 10:55 (GMT+7)",384,59,1056,0,1,"Nghệ An, chơi game, Vi phạm giao thông đường bộ, tài xế",phap-luat
Cướp túi xách của người bán vé số ngồi xe lăn,"Thứ tư, 5/3/2025, 22:50 (GMT+7)",233,11,154,1,0,"Đồng Nai, tàn tật, bán vé số, Cướp giật tài sản",phap-luat
Ba thiếu niên Nhật Bản bị bắt vì dùng Chat GPT tạo hợp đồng gian lận,"Thứ hai, 3/3/2025, 18:01 (GMT+7)",560,0,0,1,0,"Nhật Bản, Lừa đảo, Trí tuệ nhân tạo - AI, gian lận, Chat GPT",phap-luat
Thu hồi giá trị 6 tấn vàng của nhóm buôn lậu,"Thứ năm, 27/3/2025, 15:49 (GMT+7)",727,24,293,2,0,TP HCM,phap-luat
Cựu vụ phó bị đề nghị 5-6 năm tù trong vụ thông thầu với AIC,"Thứ ba, 18/3/2025, 09:53 (GMT+7)",962,0,0,3,0,"Hà Nội, VNCERT, Vụ án AIC, Vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng",phap-luat
Bà Trương Mỹ Lan được tiếp xúc với luật sư dưới sự giám sát của công an,"Thứ ba, 25/3/2025, 07:00 (GMT+7)",1426,1,1,4,1,"TP HCM, rửa tiền, Trương Mỹ Lan, Tập đoàn Vạn Thịnh Phát, tử tù, lừa bán trái phiếu",phap-luat
Người xưng là 'Giám đốc Phòng CSGT' bị bắt,"Thứ bảy, 5/4/2025, 16:38 (GMT+7)",252,5,104,1,0,"Lừa đảo, Trà Vinh, Cảnh sát giao thông",phap-luat
Nhiều người cảnh giới sòng bạc bị cảnh sát khống chế,"Thứ bảy, 8/3/2025, 15:07 (GMT+7)",359,3,12,2,0,"cảnh giới, cảnh sát đột kích, sòng bạc",phap-luat
Đề xuất không tổ chức cơ quan điều tra của VKSND Tối cao,"Thứ sáu, 4/4/2025, 15:39 (GMT+7)",440,0,0,1,0,"cơ quan điều tra, Bộ Công An, Cơ quan điều tra VKSND Tối cao",phap-luat
Thêm nghi can nhóm cướp hơn 2 triệu USD bị bắt,"Thứ tư, 26/3/2025, 16:12 (GMT+7)",823,8,145,2,1,"Tây Ninh, Cướp tài sản, cướp 2 triệu USD, cướp tiền tỷ ở Tây Ninh",phap-luat
Lò hơi báo 'lỗi' trước khi nổ làm 6 người chết ở Đồng Nai,"Thứ năm, 20/3/2025, 11:52 (GMT+7)",600,0,0,2,0,"nổ lò hơi, sản xuất gỗ, nổ lò hơi ở Đồng Nai",phap-luat
Mẹ quên tắt máy sấy tóc khiến con sơ sinh bỏng nặng,"Thứ ba, 18/3/2025, 21:53 (GMT+7)",585,4,44,0,0,"Đài Loan, trẻ sơ sinh, Trầm cảm sau sinh",phap-luat
Đâm chết người tình cờ gặp trên đường trong cơn phê ma túy,"Thứ tư, 12/3/2025, 17:15 (GMT+7)",602,4,87,1,0,"giết người ở Quảng Nam, Tỉnh Quảng Nam",phap-luat
Kẻ giết em họ vì ghen bị phạt tử hình,"Thứ tư, 5/3/2025, 14:11 (GMT+7)",249,8,120,1,0,Đăk Lăk,phap-luat
Mất hơn 300 tỷ đồng khi góp vốn với chuyên viên Sở Giáo dục,"Thứ năm, 13/3/2025, 16:03 (GMT+7)",1117,6,53,1,0,"TP HCM, Lừa đảo chiếm đoạt tài sản, mất tiền tỷ, góp vốn đầu tư",phap-luat
"Bị truy đuổi, thanh niên nhảy sông tử vong","Thứ ba, 18/3/2025, 15:44 (GMT+7)",293,8,85,1,0,"Chết đuối, đòi nợ, Cà Mau, truy đuổi",phap-luat
Nữ sinh Mỹ gây sốt vì ảnh chụp lúc tạm giữ 'xinh như hoa hậu',"Chủ nhật, 23/3/2025, 11:45 (GMT+7)",613,15,209,2,0,"Mỹ, gây sốt, cảnh sát, bị bắt, nữ sinh",phap-luat
"Bộ Tư pháp giảm 5 đơn vị, không còn Tổng cục Thi hành án dân sự","Thứ năm, 27/2/2025, 15:53 (GMT+7)",692,0,0,1,0,"Bộ Tư pháp Việt Nam, Tổng cục thi hành án dân sự",phap-luat
Dùng giấy tờ giả là sinh viên để trốn nghĩa vụ quân sự,"Thứ sáu, 7/3/2025, 09:36 (GMT+7)",388,23,403,1,0,Lai Châu,phap-luat
Chuyển hồ sơ dự án Bệnh viện Bạch Mai 2 và Việt Đức 2 đến Bộ Công an,"Thứ hai, 31/3/2025, 17:21 (GMT+7)",827,16,1077,2,0,"lãng phí, Bệnh viện Bạch Mai cơ sở 2, Bệnh viện Việt Đức cơ sở 2",phap-luat
Trăm cảnh sát giải cứu đại gia người Trung Quốc bị bắt cóc,"Thứ năm, 6/3/2025, 12:37 (GMT+7)",532,45,1430,4,0,"giải cứu, đại gia, chuộc mạng, bắt cóc nhằm chiếm đoat tài sản",phap-luat
Khoảng 45.000 công an có nhu cầu về nhà ở xã hội,"Thứ năm, 13/3/2025, 21:39 (GMT+7)",528,0,0,1,0,"Hà Nội, Bộ Công An, Nhà ở xã hội, nhà ở xã hội cho công an",phap-luat
Công an hướng dẫn khai báo với người mua kẹo Kera,"Thứ hai, 7/4/2025, 06:07 (GMT+7)",913,27,296,2,1,"Quang Linh Vlogs, Hằng Du Mục, Kẹo Kera",phap-luat
Sáu phát đạn bạc bí ẩn hạ gục ông trùm thời trang,"Thứ sáu, 28/3/2025, 00:00 (GMT+7)",1388,1,25,3,0,"ông trùm, Giết người, vụ án bí ẩn, hồ sơ phá án, Triệu phú, Anh",phap-luat
Cách Hậu 'Pháo' chi tiền để dìm giá đất khu siêu đô thị ở Vĩnh Phúc,"Thứ tư, 19/3/2025, 11:42 (GMT+7)",1737,6,113,3,0,"Hậu 'Pháo', Tập đoàn Phúc Sơn, Vụ án Phúc Sơn, Bí thư Vĩnh Phúc",phap-luat
Cựu tổng giám đốc VEAM bị tuyên 11 năm tù vì mua thiết bị rồi bỏ không,"Thứ năm, 6/3/2025, 19:08 (GMT+7)",866,0,0,1,0,"Hà Nội, lãng phí, thất thoát ngân sách, lãng phí ngân sách, VEAM",phap-luat
"Đại gia cát miền Tây: 'Vay tiền nhiều người, vừa làm vừa xoay xở'","Thứ ba, 25/3/2025, 13:37 (GMT+7)",1219,1,18,2,1,"TP HCM, bảo kê cát tặc, đại gia cát miền Tây, chủ tịch An Giang Nguyễn Thanh Bình",phap-luat
Bốn dự án có dấu hiệu lãng phí bị đưa vào diện 'theo dõi',"Thứ ba, 25/3/2025, 19:15 (GMT+7)",604,3,110,1,0,"tội phạm tham nhũng, dự án lãng phí, trụ sở Bộ Ngoại giao",phap-luat
Kẻ đoạt mạng tài xế từ cuốc xe 100.000 đồng bị tuyên tử hình,"Thứ ba, 1/4/2025, 17:59 (GMT+7)",362,22,881,1,0,"Hà Nội, tử hình, tài xế, xe ôm công nghệ, cướp tài sải",phap-luat
Nữ sinh 13 tuổi bị lừa thế chấp video khiêu dâm vay tiền,"Thứ năm, 13/3/2025, 21:47 (GMT+7)",489,18,174,0,0,"Hà Nội, Cho vay lãi nặng, cho vay lãi, thế chấp video khiêu dâm",phap-luat
"Đi vay để cho vay nhằm hưởng chênh lệch, có phạm luật?","Chủ nhật, 6/4/2025, 07:36 (GMT+7)",227,31,185,0,0,"cho vay, vay tiền, vay nợ",phap-luat
"Dùng tàu ngầm vận chuyển 6,5 tấn ma túy từ Brazil sang Bồ Đào Nha","Thứ năm, 3/4/2025, 07:50 (GMT+7)",549,3,25,2,1,"Bồ Đào Nha, ma túy, tàu ngầm, buôn ma túy, Vận chuyển trái phép chất ma tuý",phap-luat
70 cảnh sát truy bắt nhóm thanh niên dùng gậy sắt đánh người,"Thứ sáu, 28/3/2025, 19:41 (GMT+7)",211,7,108,1,1,"Đồng Nai, đánh nhau, hỗn chiến, Cố ý gây thương tích",phap-luat
"Lỡ vay tiền qua app online với lãi suất cao, giờ phải làm sao?","Thứ tư, 2/4/2025, 11:40 (GMT+7)",311,22,27,0,0,"lãi suất, vay tiền, vay nợ, luật sư tư vấn",phap-luat
"Phó Chi cục Biển, Hải đảo và Kiểm ngư Cà Mau bị bắt","Thứ tư, 2/4/2025, 18:28 (GMT+7)",376,0,0,1,0,"Nhận hối lộ, Cà Mau, đăng kiểm tàu cá",phap-luat
Tài xế bỏ trốn sau khi tông chết người bị bắt,"Thứ tư, 19/3/2025, 21:54 (GMT+7)",206,9,61,2,0,"Lâm Đồng, Tai nạn giao thông, gây tai nạn bỏ trốn",phap-luat
Tù nhân nguy hiểm nhất nước Anh tuyệt thực vì bị tịch thu 'đồ xa xỉ',"Thứ tư, 12/3/2025, 13:29 (GMT+7)",968,4,74,1,0,"nhà tù, tuyệt thực, biệt giam, sát nhân hàng loạt, tù nhân",phap-luat
"Đoạt mạng người tình ở giữa đường, tự thiêu bất thành","Thứ bảy, 15/3/2025, 23:40 (GMT+7)",246,6,89,1,0,"Bình Dương, chia tay, Giết người, người tình",phap-luat
